"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.2",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","spoštovan zbor nadaljevati prekinjen 17. seja najprej biti ugotoviti navzočnost prositi delegat družbenopolitičen zbor da potrditi svoj navzočnost"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.4",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","zbor občina"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.6",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","in zbor združen delo"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.8",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","podan biti sklepčnost celoten zbor in zato lahko nadaljevati seja po dneven red kot biti biti zadnjič že izglasovan"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.9",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","opozarjati ti da biti zadnjič prekiniti seja zato da biti dobiti stališče izvršen svet poročilo o splošen stanje ki biti on dobiti z stran predsedstvo glede pogajanje ki biti biti izvršen po razprava z predstavnik klub oziroma stranka ves ta biti biti opravljen in misliti da danes obstajati ves normalen razlog da lahko prekinjen seja nadaljevati"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.10",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","hkrati biti dobiti še poseben vloga skupina 52 poslanec ki zahtevati nadaljevanje ta seja kar misliti da tako biti biti sporen vendar se jaz zdeti da biti lahko nekateri del ta pismo posredovati ta zbor da lahko še bolj podrobno osvetliti nekateri ta intervencija ta ocena utemeljevati z naslednji dejstvo dosedanji razgovor predsednik jugoslovanski republika biti jasno pokazati da po svoj vsebina rezultat ta srečanje ne predstavljati nič drug kot taktiranje in dogovor o nadaljnji dogovarjanje če pa biti že biti izražen konkreten stališče biti biti za republika Slovenija načeloma nesprejemljiv"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.11",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","gospod Marković v ime določen jugoslovanski unitarističen struktura skušati prek sveženj 11 zakon po postopek majorizacija uveljaviti za republika Slovenija nesprejemljiv operativen centralizacija ves vitalen državen funkcija ob hkraten pospešen tempo prerazporejanje dohodek med republika z instrument tečajen in monetaren politika"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.12",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","končno vse bolj biti razviden prizadevanje zvezen organ da biti doma še bolj pa v tujina bagatelizirati in onemogočiti plebiscitarno izražen volja slovenski narod o dejanski osamosvojitev republika Slovenija"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.13",VsiZbor.1991-04-24.s017-02.toc-item1,"taxonomy.2.8","topic.50","če samo ta argument dodati katastrofalen slabšanje gospodarski razmera v republika Slovenija zaradi njen neurejen državno pravno status posledičen izčrpavanje narodno gospodarski moč in z ta povezan rušenje edin realen temelj slovenski državnost v zadnji čas pa celo tudi pojav ropanje in plenjenje premoženje slovenski podjetje v nekateri jugoslovanski republika biti očitno kam peljati neodločnost"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.14",VsiZbor.1991-04-24.s017-02.toc-item2,"taxonomy.3.1","topic.59","iz ves ta in drug razlog zahtevati da dan 24. april 1991 sklicati nadaljevanje z dan 28. marec 1991 prekinjen seja skupen seja skupščina republika Slovenija zaradi nadaljnji obravnava točka dneven red o osamosvajanje republika Slovenija"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.15",VsiZbor.1991-04-24.s017-02.toc-item2,"taxonomy.3.1","topic.59","nadalje misliti da biti pomemben slišati še nadaljevanje ta pismo glede na ta kakšen značaj naj biti dati današnji razprava pričakovati da biti do takrat tako vladati kot predsedstvo republika Slovenija v sklad z svoj dolžnost pripraviti ustrezen gradivo na podlaga kateri biti skupščina lahko sprejeti svoj ocena in potreben stališče sam razprava biti pokazati kakšen odločitev biti potreben če pa iz utemeljen razlog sprejetje dokončen odločitev o osamosvojitev republika Slovenija ne biti mogoč pričakovati da biti skupščina ponovno prekiniti skupen seja in preložiti sprejetje dokončen odločitev"
"parl.Skup","seja",17,"1991-04-24","16:21:00","18:37:00","BucarFrance1923",1,"VsiZbor.1991-04-24.s017-02.sp-56","VsiZbor.1991-04-24.s017-02.sp-56.16",VsiZbor.1991-04-24.s017-02.toc-item2,"taxonomy.3.1","topic.59","glede nato da biti od naš prvi zahteva po nadaljevanje prekinjen skupen seja miniti že trije teden meniti da biti tako vladati kot predsedstvo republika Slovenija imeti dovolj čas da pripraviti zahtevan in obljubljen gradivo ter potreben predlog sklep"
