"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.2",DruzPolZb.1990-07-31.s004-04.toc-item1,"taxonomy.2.8","topic.50","delegatka delegat gospa in gospod nadaljevati 4. seja družbenopolitičen zbor republika Slovenija za današnji zasedanje biti se opravičiti Janez Kocjančič in Matjaž Šinkovec po podatek služba biti prisoten 59 delegat prositi delegat da ugotoviti prisotnost"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.4",DruzPolZb.1990-07-31.s004-04.toc-item1,"taxonomy.2.8","topic.50","misliti da jaz biti več prositi še enkrat pritisniti na siv tipka"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.6",DruzPolZb.1990-07-31.s004-04.toc-item1,"taxonomy.2.8","topic.50","po ocena jaz biti več vsaj po oseben štetje"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.7",DruzPolZb.1990-07-31.s004-04.toc-item2,"taxonomy.2.8","topic.52","danes biti dobiti na klop predlog izvršen svet republika Slovenija da se začeti postopek za sprememba ustava republika Slovenija informacija o ta biti dobiti na skupen zasedanje ki biti biti predvidoma ob 12.00 ura tukaj v velik dvorana obveščati ti da biti danes ob 12.00 ura ne ob 14.00 ura kot biti včeraj predvideti skupen zasedanje zaradi usklajevanje z drug zbor ki biti delo velik del že končati poslušati biti predstavitev predlog da se začeti postopek za sprememba ustava republika Slovenija in drugič informacija o stanje v kazensko-poboljševalen zavod republika Slovenija ter zahteva obsojenec ki on biti podati dr. Rajko Pirnat republiški sekretar za pravosodje in obči uprava"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.8",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","glede na ta biti morati razširiti dneven red z predlog izvršen svet in ustaven komisija glede sprememba ustava ter z predlog izvršen svet za podajanje informacija o stanje v kazensko-poboljševalen zavod"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.9",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","predlagati da se razširiti dneven red z nova 25. in 26. točka 25 točka predstavitev predlog da se začeti postopek za sprememba ustava republika Slovenija in nov 26. točka"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.10",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","informacija o stanje v kazenski poboljševalen zavod republika Slovenija ter zahteva obsojenec"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","ToplakLudvik1942",1,"DruzPolZb.1990-07-31.s004-04.sp-813","DruzPolZb.1990-07-31.s004-04.sp-813.11",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","z ta razširitev biti jaz začeti tudi z en točka takoj zdaj ki biti slediti prositi kdo se strinjati z razširitev prositi gospod Školč"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","SkolcJozef1960",0,"DruzPolZb.1990-07-31.s004-04.sp-814","DruzPolZb.1990-07-31.s004-04.sp-814.2",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","spoštovan poslanka poslanec spoštovan gospod predsednik misliti da biti spet pred en ta stvar ki on biti treba zelo odločno in ostro nasprotovati sicer ne biti reči da biti med najmanj informiran v ta skupščinski dvorana misliti pa da način kako uvrščati na dneven red nov sprememba v slovenski ustava biti dober bati se da se biti izkazati čez nekaj čas seveda da biti stvar slabo premišljen na hitro pripravljen jaz ne biti ves ta diskusija pogrevati vedeti da do ta sprememba prihajati zaradi stališče ki biti on zadnjič sprejemati vezan za vpoklic nabornik v septemberski rok in naprej takrat biti gospod minister Janša tukaj reči ko biti uveljavljati tudi določen drug sprememba da biti treba tak stališče sprejeti zato da ne biti potrebno noben sprememba zakon niti ustava itd. res biti da biti govoriti seveda predvsem o zvezen zakonodaja in zvezen ustava danes seveda imeti sprememba k slovenski ustava bati se da se biti ob ta pokazati da biti potrebno še marsikaj na hitro spremeniti jaz ta zato nasprotovati ker se biti verjetno zgoditi ta da biti ta sprožilo ali po en stran plaz sprememba po hiter postopek ali po drug stran pač odstopanje od ta stvar če biti ambicija predlagatelj da ta sprememba izvesti do 15. september ko naj biti imeti ustaven podlaga za ta kar biti jaz delovno imenovati slovenski vojska proti kateri seveda imeti jaz že biti reči ogromno pomislek potem se jaz zdeti da biti ta najmanj primeren čas za odpiranje tak diskusija ne da biti prej začeti diskusija o obramben politika Slovenija oziroma jaz biti raje reči miroven politika ki naj biti on Slovenija imeti"
"parl.DruzPolZb","seja",4,"1990-07-31","10:30:00","12:05:00","SkolcJozef1960",0,"DruzPolZb.1990-07-31.s004-04.sp-814","DruzPolZb.1990-07-31.s004-04.sp-814.3",DruzPolZb.1990-07-31.s004-04.toc-item3,"taxonomy.2.8","topic.51","zato biti predlagati da se dneven red ne razširjati z ta točka drug seveda ne nasprotovati informacija o ta kar se dogajati v kazensko popraven dom posebej zato ker se biti do sedaj pokazati da ves stvar ki biti on tako rekoč dobiti na horuk biti biti dober povzročiti biti ogromno negodovanje povzročiti biti ta da biti se zaplesti v vrtinec nek sprememba iti enostavno za ta da če biti mogoč z ta da jaz verificirati politika minister ali pa izvršen svet stalno z sprememba zakon ali pa ustava potem biti na dober pot ker biti podreti zaupanje v praven red za kateri misliti da biti slab ampak biti mogoč vsakič ko se naleteti na nek ovira predlagati sprememba zakon ali pa ustava po hiter postopek in na način kakor sedaj iti posebej ta nasprotovati ker dobivati zadeva na klop ki biti nepomemben in prositi poslanec da iz proceduralen razlog zavrniti ta razširitev dneven red ker jaz peljati biti reči v popoln praven in ustaven voluntarizem hvala lep"
