"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.2",ZbObc.1992-05-12.s036-03.toc-item1,"taxonomy.3.8.7.2","topic.354","poslanka in poslanec gospa in gospod začenjati z današnji delo v okvir ta delo biti se najprej lotiti preostal zadeva z 36. seja zbor nato biti preiti na 37. seja ki biti biti sklican za 22. 4. vendar biti potem še sploh biti začeti če biti uspešno delati kot biti biti že napovedan v sklic biti danes začeti že tudi 38. seja v sklic 38. seja biti namreč v predlog dneven red dati ves tisti točka ki biti biti sicer predviden kot razširitev dneven red za 37. seja vendar ker ta niti še biti začeti biti biti najbolj naraven postopek da ta točka dati pod del predlog dneven red za na nov sklican seja toliko v zveza z sam potek delo"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.3",ZbObc.1992-05-12.s036-03.toc-item2,"taxonomy.2.8","topic.50","najprej pričenjati nadaljevanje 36. seja zbor občina skupščina republika Slovenija ki biti on pričeti 8. april ter nadaljevati 22. april in on zaradi skupen seja ta dan tudi prekiniti za današnji seja zbor biti se opravičiti Vika Potočnik Isabela Flego Ivan Atelšek Leopold Grošelj Janez Jug Marko Stadler Fedja Klavora Ivan Mesiček Ivan Vodopivec Niko Rainer in Albin Kac svoj odsotnost biti napovedati tudi poslanec Ervin Anton Schwarzbartl vendar ta odsotnost biti opravičiti po podatek služba biti na seja prisoten 46 poslanec"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.4",ZbObc.1992-05-12.s036-03.toc-item2,"taxonomy.2.8","topic.50","prositi da ugotoviti navzočnost v dvorana"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.6",ZbObc.1992-05-12.s036-03.toc-item2,"taxonomy.2.8","topic.50","ugotavljati da biti zbor sklepčen in da lahko pravno veljavno razpravljati in sklep"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.7",ZbObc.1992-05-12.s036-03.toc-item3,"taxonomy.2.8","topic.52","kot biti videti že iz uvod biti pred jaz dokaj obsežen delo ki on morati opraviti saj biti naš zbor v kar precejšnji zaostanek za ostal dva zbor zlasti za en od on dva poleg preostal zadeva z 36. seja tam biti jaz ostati 9. 10. in 11. točka dneven red biti pred jaz še celoten 37. in 38. seja zbor naj ti še obvestiti da biti za jutri 13. 5. 1992 sklican skupen seja ves zbor skupščina republika Slovenija in sicer ob 15. ura kot že rečen najprej biti opraviti naš zaostanek z 36. seja zbor nato pa biti preiti na 37. in 38. seja apelirati na ves ti poslanec da z svoj prisotnost in aktivnost prispevati k uspešen del zbor"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.8",ZbObc.1992-05-12.s036-03.toc-item3,"taxonomy.2.8","topic.52","nazaj k 36. seja po sprejet dneven red biti zaenkrat zaključiti prvi 8 točka dneven red pri ves točka biti tudi usklajen med zbor razen pri predlog zakon o sprememba zakon o financiranje javen poraba z predlog zakon o kateri biti morati opraviti ponoven obravnava v ta namen biti na seja 8. april že izvoliti deloven skupina poslanec v kateri biti Jože Zakonjšek Ivan Kuhar Danijel Starman Borut Razdevšek in Franci Feltrin ta skupina se biti sestati predvidoma jutri ker danes zasedati samo dva zbor tako da biti ves poslanec naš skupščina v ta hiša"
"parl.ZbObc","seja",36,"1992-05-12","10:25:00","10:40:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-236","ZbObc.1992-05-12.s036-03.sp-236.9",ZbObc.1992-05-12.s036-03.toc-item3,"taxonomy.2.8","topic.52","za današnji nadaljevanje 36. seja biti jaz ostati še naslednji zadeva predlog za izdaja zakon o uporaba grb zastava in himna republika Slovenija z osnutek zakon 9. točka dneven red 10 točka soglasje k statut sklad republika Slovenija za razvoj 11. točka pobuda predlog in vprašanje poslanec za kateri predlagati da on združiti z ta točka pri 37. seja zbor da on pa opraviti kar na začetek 37. seja se praviti sredi dan če biti sreča milo"
"parl.ZbObc","seja",36,"1992-05-12","11:05:00","11:30:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-237","ZbObc.1992-05-12.s036-03.sp-237.2",ZbObc.1992-05-12.s036-03.toc-item4,"taxonomy.3.1.1","topic.73","prehajati na 9. točka dneven red predlog za izdaja zakon o uporaba grb zastava in himna republika Slovenija z osnutek zakon"
"parl.ZbObc","seja",36,"1992-05-12","11:05:00","11:30:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-237","ZbObc.1992-05-12.s036-03.sp-237.3",ZbObc.1992-05-12.s036-03.toc-item4,"taxonomy.3.1.1","topic.73","predlagatelj ta akt biti vlada republika Slovenija želeti njen predstavnik beseda"
"parl.ZbObc","seja",36,"1992-05-12","11:05:00","11:30:00","BizjakIvan1956",1,"ZbObc.1992-05-12.s036-03.sp-237","ZbObc.1992-05-12.s036-03.sp-237.5",ZbObc.1992-05-12.s036-03.toc-item4,"taxonomy.3.1.1","topic.73","predlog za izdaja zakon z osnutek biti biti objavljen v poročevalec številka 6. obravnavati biti on komisija za notranji politika in zakonodajno-praven komisija in pa zbor tudi pisno poročati želeti beseda kdo od poročevalec ta dva komisija"
