"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","uId","titleId","taxonomyIds","topicIds","lemmata"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.2",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","poslanka in poslanec spoštovan gost začenjati slavnosten skupen seja ves zbor skupščina republika Slovenija ki biti on sklicati ob sprejem naš država v organizacija združen narod"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.3",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","sprejem republika Slovenija v organizacija združen narod biti tako pomemben dogodek da biti prav da on na primeren način obeležiti tudi z današnji slavnosten seja"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.4",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","posebej pozdravljati predsednik in član predsedstvo republika Slovenija ter predsednik in minister vlada republika Slovenija prav tako pozdravljati tudi predstavnik drug organ in organizacija in posameznik ki biti se odzvati naši vabilo v poseben čast jaz biti pozdraviti diplomatsko konzularen predstavnik drug država z sedež v Ljubljana diplomatsko konzularen predstavnik republika Slovenija v tujina in predstavnik Slovenc v Italija Avstrija Madžarska ter predstavnik slovenski svetoven kongres"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.5",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","dovoliti jaz spoštovan poslanka in poslanec da ob ta priložnost tudi sam povedati nekaj misel"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.6",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","sprejem Slovenija v združen narod predstavljati formalen zaključek naš naroden podvig ki biti on lahko na kratek označiti kot ustvaritev slovenski državen samostojnost ustvariti biti ne samo svoj država ampak država ki on priznavati tudi ves drug sprejeti biti kot enakopraven v skupnost narod ta svet ta biti dosežek o kateri biti pred ne tako dolgo lahko samo sanjati"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.7",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","sleheren dosežen cilj pomeniti sicer konec nek življenjski oziroma zgodovinski proces ki biti on meja z svoj osmišljenje sam zarisati zlasti ker biti samo pasiven objekt zgodovina ampak on tudi sam ustvarjati vendar biti ta samo transpozicija zunanji proces v naš zavest zgodovina teči dalje in se ne ustaviti niti biti ne moči ustaviti tudi brez jaz če hoteti postati samo njen objekt se v njen dogajanje zavestno vključevati z svoj vpliv na njen potek zato biti prav ob tak dogodek kot biti sedanji nujen da se ob on posebej pomuditi in zaustaviti ne le da se veseliti dosežen ves dosežen se namreč lahko tudi zgubiti in izničiti če se tok dogodek obrniti v nasproten smer iti predvsem za ta da oceniti koliko in v kakšen mera biti biti dosežen plod naš prizadevanje v pozitiven kot v negativen smer koliko biti biti od jaz neodvisen koliko biti na ta dogajanje lahko vplivati neposredno ali samo posredno"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.8",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","dogodek preteklost biti namreč vedno znova ocenjevati pri sleheren nov odločitev ki on kot premisa novo zahtevan odgovor vrednotiti z vidik kaj pomeniti kot izhodišče glede na novonastal položaj isti zgodovinski dogodek zato ne biti vedno imeti isti vrednosten predznak saj biti sicer pristati na domneva o nespremenljivost svet seveda pa ta sprememba nastopati v različen valoven dolžina oziroma časoven obdobje tu se danes srečevati z dogodek kateri vrednost za naš naroden obstoj in bodočnost po sedanji presoja začrtovati izrazito dolgoročno iti za premik ki on lahko meriti z tisočleten merilo kot enota biti z ta rečen da biti ves ta dolg doba samo enoznačen za večina ta doba lahko ugotoviti da biti naš naroden usoda skoraj v celota določati časovno in prostorski okolje na kateri neposredno biti imeti dosti ali skoraj nikakršen vpliv posredno pač z ta da biti razpolagati z tisti količina življenjski moč ki jaz biti biti potreben in nujen za preživetje večinoma pa se biti naš usoda določati iz središče kolikor iti za človekov poseganje v tok dogodek izven naš prostor z današnji vidik in presoja jaz biti biti naklonjen ostati biti kot narod medtem ko biti mnog tudi velik in močen izginiti ta biti naš poseben zasluga pa tudi biti naš nesreča če biti se oblikovati in postati tak kot biti"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.9",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","tudi naš zopet po sedanji presoja velik kapital z kateri razpolagati vključenost v zahoden oziroma srednjeevropski civilizacijski okolje ki jaz dajati položaj sorazmeren gospodarski razvitost in izrazito duhoven emancipiranost biti v velik mera rezultat naš vključenost v krog ta civilizacija ta pa zopet biti nastati kot stranski posledica ampak kot rezultat naš vključenost v okolje frankovski država kateri tisočletnica biti doživeti pred sorazmerno kratek čas skoraj točno tisoč leto pa biti poteči od sporazum v Verdun ko biti priti v okrilje tisti političen tvorba ki biti dobiti pozno ime svet rimski cesarstvo nemški narodnost za kateri biti mimogrede rečen pozno Voltaire dejati da biti biti niti rimski niti cesarstvo še najmanj pa sveto"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.10",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","šele ta zadnji del ta proces lahko govoriti kot o dogajanje ki biti biti v velik mera odvisen od naš sodelovanje in vplivati na zunanji dogajanje in kjer biti biti ta sodelovanje odločilen pomen za rezultat ki on danes posebej obeleževati"
"parl.Skup","slavnostna seja",2,"1992-05-27","18:08:00","19:30:00","BucarFrance1923",1,"VsiZbor.1992-05-27.sl002-01.sp-2","VsiZbor.1992-05-27.sl002-01.sp-2.11",VsiZbor.1992-05-27.sl002-01.toc-item1,"taxonomy.3.2.1.2.42","topic.149","presoja okolnost kaj biti biti posebej odločilen da biti doseči ta uspeh biti posebej pomemben za naš ravnanje v bodočnost navadno težko iz splet vrsta dogodek izločiti tisti ki biti biti dejansko najbolj pomemben in odločilen v narava naš intelektualen sposobnost in emocionalen vezanost biti da se opredeliti za tisti ki on razumsko lahko dojemati in na kateri biti posebej emocionalno vezan ta biti človeško sicer zelo razumljiv biti pa nujen celo obratno voditi jaz do poenostavitev in enostranost ki voditi skoraj zagotovo do napačen usmeritev"
