"orgId","type of session","number","date","notBefore","notAfter","persId","chairman","spId","nodeId","titleId","taxonomyIds","topicIds","type","text string"
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","",0,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.1",DruzPolZb.1992-11-18.s050-03.toc-item1,"","","speaker","PODPREDSEDNIK ANTON PERŠAK:"
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.2",DruzPolZb.1992-11-18.s050-03.toc-item1,"taxonomy.2.8","topic.50","utterance","Ura je 10.15 minut. Predlagam, da preverimo, ali je zbor sklepčen. Ugotavljamo navzočnost, prosim."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","",0,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.3",DruzPolZb.1992-11-18.s050-03.toc-item1,"","","quorum","23 navzočih."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.4",DruzPolZb.1992-11-18.s050-03.toc-item1,"taxonomy.2.8","topic.50","utterance","Naslednjič bomo ugotavljali navzočnost ob 10.30 uri in takrat bomo tudi ugotovili, ali je zbor sposoben za delo ali ni. Hvala."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.5",DruzPolZb.1992-11-18.s050-03.toc-item1,"taxonomy.2.8","topic.50","utterance","Spoštovane poslanke, gospe in gospodje, cenjeni gostje in predstavniki sredstev javnega obveščanja. Nadaljujemo s 50. sejo Družbenopolitičnega zbora Skupščine Republike Slovenije. Za nadaljevanje današnje seje zbora so se opravičili: mag. Rudi Šeligo, Marija Markeš, dr. Ludvik Toplak, Miran Potrč, mag. Julij Nemanič, Andrej Žorž, Emil Milan Pintar, Zdenka Vidovič, dr. Jože Magdič, Štefan Kociper, dr. Andrej Capuder, Janez Lampret tudi, ampak vidim, da je tu, Janez Gajšek, Alojz Peterle in Ignac Polajnar za čas od 15. ure dalje. Ciril Kolešnik se bo seje udeležil kasneje."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.6",DruzPolZb.1992-11-18.s050-03.toc-item1,"taxonomy.2.8","topic.50","utterance","Po podatkih službe je na seji navzočih 41 poslank in poslancev. Prosim, da ugotovimo navzočnost. Vse navzoče poslance prosim, da potrdite navzočnost."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","",0,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.7",DruzPolZb.1992-11-18.s050-03.toc-item1,"","","quorum","30 navzočih."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.8",DruzPolZb.1992-11-18.s050-03.toc-item1,"taxonomy.2.8","topic.50","utterance","Kot rečeno, navzočih naj bi bilo 41 in vas sprašujem, zlasti tiste klube, kjer poslancev ni, ali je možno nadaljevati? Mislim, da je trenutno še eno usklajevanje, kjer je recimo v najboljšem primeru pet poslancev našega zbora, kar še vedno pomeni samo 35."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.9",DruzPolZb.1992-11-18.s050-03.toc-item2,"taxonomy.2.8","topic.52","utterance","Predlagam, da glede na to, da teče tisto usklajevanje, in da je eno usklajevanje, in sicer za dnevni red, predvideno še sedaj ob 10.30 uri, da ponovno poskušamo zagotoviti sklepčnost natančno ob 11.00 uri. Če ob 11.00 uri zbor ne bo sklepčen, bom, ne glede na vse tisto, kar smo lahko prebrali v medijih, kaj se danes pričakuje od tega zbora, prekinil nadaljevanje te seje. Hvala."
"parl.DruzPolZb","seja",50,"1992-11-18","11:00:00","11:12:00","PersakAnton1947",1,"DruzPolZb.1992-11-18.s050-03.sp-101","DruzPolZb.1992-11-18.s050-03.sp-101.10",DruzPolZb.1992-11-18.s050-03.toc-item2,"taxonomy.2.8","topic.52","utterance","Zbor ni sklepčen"
